fik_C1,fik_C2,fik_C3,fik_C4,DisplayName
0.8011125212979567,0.06023556774357405,0.07803575567390904,0.06061615528456027,Peter Blume
0.003532681785634758,0.12000646870860687,0.6358255538231107,0.2406352956826477,Francisco Borès
0.07197845506888703,0.23904406888968224,0.4272813083717008,0.26169616766973,Alexander Brook
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Gladys Caldwell
0.003128059817052736,0.14610562221263018,0.17242429629710526,0.6783420216732118,Harold Cash
0.0786884796122309,0.23460629426519947,0.4311686140090508,0.25553661211351875,Jean Charlot
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Emile Compard
0.0008451845508090014,0.04887948260031321,0.049508077701108835,0.9007672551477689,Miguel Covarrubias
0.011938009982912987,0.21334877207698805,0.499873807365649,0.2748394105744499,James Edward Davis
7.109370010473594e-05,0.004486614339176962,0.0034530260693254027,0.991989265891393,Isami Doi
0.00010811928014684128,0.006743999386847918,0.005164622465803114,0.9879832588672021,Elsie Driggs
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Fides Elizando
0.002009017342328908,0.10536219093929726,0.11338085331892457,0.7792479383994492,Duncan Ferguson
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Mitchell Fields
0.0915387919009815,0.2311635235868601,0.429096523538602,0.2482011609735565,John Bernard Flannagan
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Paul Gaulois
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Vincent Gilnsky
7.109370010473594e-05,0.004486614339176962,0.0034530260693254027,0.991989265891393,Charles L. Goeller
0.6048754953276034,0.11358000952949512,0.16682220166165182,0.11472229348124957,Arshile Gorky
0.008353575226041477,0.1661698502892926,0.555486458449074,0.269990116035592,Stefan Hirsch
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Hokeah
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Ruth Jonas
0.0012261064174776037,0.06900653487979123,0.07021935031247253,0.8595480083902586,Charles Lapique
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Luigi Lucioni
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Eugene MacCown
0.05632784852538225,0.20863800978221006,0.5067217134710185,0.22831242822138928,Reginald Marsh
4.858050141875929e-05,0.0030952671460375966,0.002270710762964242,0.9945854415895794,Herbert Morgan
0.26158302752599377,0.19612274562770585,0.34133428642472396,0.20095994042157642,Reuben Nakian
0.2674934255251499,0.1978409485873287,0.3352805823248311,0.19938504356269027,Isamu Noguchi
0.003563423039022459,0.15549374833893914,0.2246850319651094,0.6162577966569289,Marjorie Phillips
0.0005572979603758351,0.033479479656288155,0.028308777500082788,0.9376544448832532,Joseph Pollet
